assignment_id,week_id,week_start,week_end,nT,rotation_group,rotation_round,pharmacy_id,location_id,shift_type,access_mode,schedule_source
O000246,2026-W15,2026-04-06,2026-04-13,8,1,2,P0005,L0005,STANDARD,P,optimized_efficiency_first
O000247,2026-W15,2026-04-06,2026-04-13,8,1,2,P0007,L0007,STANDARD,P,optimized_efficiency_first
O000248,2026-W15,2026-04-06,2026-04-13,8,1,2,P0008,L0008,STANDARD,P,optimized_efficiency_first
O000249,2026-W15,2026-04-06,2026-04-13,8,1,2,P0009,L0009,STANDARD,P,optimized_efficiency_first
O000250,2026-W15,2026-04-06,2026-04-13,8,1,2,P0011,L0011,STANDARD,P,optimized_efficiency_first
O000251,2026-W15,2026-04-06,2026-04-13,8,1,2,P0012,L0012,STANDARD,P,optimized_efficiency_first
O000252,2026-W15,2026-04-06,2026-04-13,8,1,2,P0013,L0013,STANDARD,P,optimized_efficiency_first
O000253,2026-W15,2026-04-06,2026-04-13,8,1,2,P0014,L0014,STANDARD,P,optimized_efficiency_first
O000254,2026-W15,2026-04-06,2026-04-13,8,1,2,P0015,L0015,STANDARD,P,optimized_efficiency_first
O000255,2026-W15,2026-04-06,2026-04-13,8,1,2,P0016,L0016,STANDARD,P,optimized_efficiency_first
O000256,2026-W16,2026-04-13,2026-04-20,9,2,2,P0030,L0030,H24,P,optimized_efficiency_first
O000257,2026-W16,2026-04-13,2026-04-20,9,2,2,P0034,L0034,H24,P,optimized_efficiency_first
O000258,2026-W16,2026-04-13,2026-04-20,9,2,2,P0035,L0035,H24,P,optimized_efficiency_first
O000259,2026-W16,2026-04-13,2026-04-20,9,2,2,P0018,L0018,STANDARD,P,optimized_efficiency_first
O000260,2026-W16,2026-04-13,2026-04-20,9,2,2,P0019,L0019,STANDARD,P,optimized_efficiency_first
O000261,2026-W16,2026-04-13,2026-04-20,9,2,2,P0020,L0020,STANDARD,P,optimized_efficiency_first
O000262,2026-W16,2026-04-13,2026-04-20,9,2,2,P0021,L0021,STANDARD,P,optimized_efficiency_first
O000263,2026-W16,2026-04-13,2026-04-20,9,2,2,P0022,L0022,STANDARD,P,optimized_efficiency_first
O000264,2026-W16,2026-04-13,2026-04-20,9,2,2,P0023,L0023,STANDARD,P,optimized_efficiency_first
O000265,2026-W16,2026-04-13,2026-04-20,9,2,2,P0024,L0024,STANDARD,P,optimized_efficiency_first
O000266,2026-W16,2026-04-13,2026-04-20,9,2,2,P0025,L0025,STANDARD,P,optimized_efficiency_first
O000267,2026-W16,2026-04-13,2026-04-20,9,2,2,P0027,L0027,STANDARD,P,optimized_efficiency_first
O000268,2026-W16,2026-04-13,2026-04-20,9,2,2,P0028,L0028,STANDARD,P,optimized_efficiency_first
O000269,2026-W16,2026-04-13,2026-04-20,9,2,2,P0029,L0029,STANDARD,P,optimized_efficiency_first
O000270,2026-W16,2026-04-13,2026-04-20,9,2,2,P0031,L0031,STANDARD,P,optimized_efficiency_first
O000271,2026-W16,2026-04-13,2026-04-20,9,2,2,P0032,L0032,STANDARD,P,optimized_efficiency_first
O000272,2026-W16,2026-04-13,2026-04-20,9,2,2,P0033,L0033,STANDARD,P,optimized_efficiency_first
O000273,2026-W17,2026-04-20,2026-04-27,10,3,2,P0040,L0040,H24,P,optimized_efficiency_first
O000274,2026-W17,2026-04-20,2026-04-27,10,3,2,P0043,L0043,H24,P,optimized_efficiency_first
O000275,2026-W17,2026-04-20,2026-04-27,10,3,2,P0053,L0053,H24,P,optimized_efficiency_first
O000276,2026-W17,2026-04-20,2026-04-27,10,3,2,P0036,L0036,STANDARD,P,optimized_efficiency_first
O000277,2026-W17,2026-04-20,2026-04-27,10,3,2,P0037,L0037,STANDARD,P,optimized_efficiency_first
O000278,2026-W17,2026-04-20,2026-04-27,10,3,2,P0038,L0038,STANDARD,P,optimized_efficiency_first
O000279,2026-W17,2026-04-20,2026-04-27,10,3,2,P0039,L0039,STANDARD,P,optimized_efficiency_first
O000280,2026-W17,2026-04-20,2026-04-27,10,3,2,P0041,L0041,STANDARD,P,optimized_efficiency_first
O000281,2026-W17,2026-04-20,2026-04-27,10,3,2,P0042,L0042,STANDARD,P,optimized_efficiency_first
O000282,2026-W17,2026-04-20,2026-04-27,10,3,2,P0044,L0044,STANDARD,P,optimized_efficiency_first
O000283,2026-W17,2026-04-20,2026-04-27,10,3,2,P0045,L0045,STANDARD,P,optimized_efficiency_first
O000284,2026-W17,2026-04-20,2026-04-27,10,3,2,P0047,L0047,STANDARD,P,optimized_efficiency_first
O000285,2026-W17,2026-04-20,2026-04-27,10,3,2,P0048,L0048,STANDARD,P,optimized_efficiency_first
O000286,2026-W17,2026-04-20,2026-04-27,10,3,2,P0049,L0049,STANDARD,P,optimized_efficiency_first
O000287,2026-W17,2026-04-20,2026-04-27,10,3,2,P0050,L0050,STANDARD,P,optimized_efficiency_first
O000288,2026-W17,2026-04-20,2026-04-27,10,3,2,P0051,L0051,STANDARD,P,optimized_efficiency_first
O000289,2026-W17,2026-04-20,2026-04-27,10,3,2,P0052,L0052,STANDARD,C,optimized_efficiency_first
O000290,2026-W18,2026-04-27,2026-05-04,11,4,2,P0059,L0059,H24,P,optimized_efficiency_first
O000291,2026-W18,2026-04-27,2026-05-04,11,4,2,P0061,L0061,H24,P,optimized_efficiency_first
O000292,2026-W18,2026-04-27,2026-05-04,11,4,2,P0068,L0068,H24,P,optimized_efficiency_first
O000293,2026-W18,2026-04-27,2026-05-04,11,4,2,P0054,L0054,STANDARD,P,optimized_efficiency_first
O000294,2026-W18,2026-04-27,2026-05-04,11,4,2,P0055,L0124,STANDARD,P,optimized_efficiency_first
O000295,2026-W18,2026-04-27,2026-05-04,11,4,2,P0056,L0056,STANDARD,P,optimized_efficiency_first
O000296,2026-W18,2026-04-27,2026-05-04,11,4,2,P0057,L0057,STANDARD,P,optimized_efficiency_first
O000297,2026-W18,2026-04-27,2026-05-04,11,4,2,P0058,L0058,STANDARD,P,optimized_efficiency_first
O000298,2026-W18,2026-04-27,2026-05-04,11,4,2,P0060,L0060,STANDARD,P,optimized_efficiency_first
O000299,2026-W18,2026-04-27,2026-05-04,11,4,2,P0062,L0062,STANDARD,P,optimized_efficiency_first
O000300,2026-W18,2026-04-27,2026-05-04,11,4,2,P0063,L0063,STANDARD,P,optimized_efficiency_first
O000301,2026-W18,2026-04-27,2026-05-04,11,4,2,P0064,L0064,STANDARD,P,optimized_efficiency_first
O000302,2026-W18,2026-04-27,2026-05-04,11,4,2,P0065,L0065,STANDARD,P,optimized_efficiency_first
O000303,2026-W18,2026-04-27,2026-05-04,11,4,2,P0066,L0066,STANDARD,P,optimized_efficiency_first
O000304,2026-W18,2026-04-27,2026-05-04,11,4,2,P0067,L0067,STANDARD,P,optimized_efficiency_first
O000305,2026-W18,2026-04-27,2026-05-04,11,4,2,P0069,L0069,STANDARD,P,optimized_efficiency_first
O000306,2026-W18,2026-04-27,2026-05-04,11,4,2,P0070,L0070,STANDARD,C,optimized_efficiency_first
O000307,2026-W19,2026-05-04,2026-05-11,12,5,2,P0082,L0082,H24,P,optimized_efficiency_first
O000308,2026-W19,2026-05-04,2026-05-11,12,5,2,P0083,L0083,H24,P,optimized_efficiency_first
O000309,2026-W19,2026-05-04,2026-05-11,12,5,2,P0085,L0085,H24,P,optimized_efficiency_first
O000310,2026-W19,2026-05-04,2026-05-11,12,5,2,P0071,L0071,STANDARD,P,optimized_efficiency_first
O000311,2026-W19,2026-05-04,2026-05-11,12,5,2,P0072,L0072,STANDARD,P,optimized_efficiency_first
O000312,2026-W19,2026-05-04,2026-05-11,12,5,2,P0073,L0073,STANDARD,P,optimized_efficiency_first
O000313,2026-W19,2026-05-04,2026-05-11,12,5,2,P0074,L0074,STANDARD,P,optimized_efficiency_first
O000314,2026-W19,2026-05-04,2026-05-11,12,5,2,P0075,L0075,STANDARD,P,optimized_efficiency_first
O000315,2026-W19,2026-05-04,2026-05-11,12,5,2,P0076,L0076,STANDARD,P,optimized_efficiency_first
O000316,2026-W19,2026-05-04,2026-05-11,12,5,2,P0077,L0077,STANDARD,P,optimized_efficiency_first
O000317,2026-W19,2026-05-04,2026-05-11,12,5,2,P0079,L0079,STANDARD,P,optimized_efficiency_first
O000318,2026-W19,2026-05-04,2026-05-11,12,5,2,P0080,L0080,STANDARD,P,optimized_efficiency_first
O000319,2026-W19,2026-05-04,2026-05-11,12,5,2,P0081,L0081,STANDARD,P,optimized_efficiency_first
O000320,2026-W19,2026-05-04,2026-05-11,12,5,2,P0084,L0084,STANDARD,P,optimized_efficiency_first
O000321,2026-W19,2026-05-04,2026-05-11,12,5,2,P0086,L0086,STANDARD,P,optimized_efficiency_first
O000322,2026-W19,2026-05-04,2026-05-11,12,5,2,P0087,L0087,STANDARD,P,optimized_efficiency_first
O000323,2026-W19,2026-05-04,2026-05-11,12,5,2,P0088,L0088,STANDARD,P,optimized_efficiency_first
O000324,2026-W20,2026-05-11,2026-05-18,13,6,2,P0096,L0096,H24,P,optimized_efficiency_first
O000325,2026-W20,2026-05-11,2026-05-18,13,6,2,P0099,L0099,H24,P,optimized_efficiency_first
O000326,2026-W20,2026-05-11,2026-05-18,13,6,2,P0103,L0103,H24,P,optimized_efficiency_first
O000327,2026-W20,2026-05-11,2026-05-18,13,6,2,P0089,L0089,STANDARD,P,optimized_efficiency_first
O000328,2026-W20,2026-05-11,2026-05-18,13,6,2,P0090,L0090,STANDARD,P,optimized_efficiency_first
O000329,2026-W20,2026-05-11,2026-05-18,13,6,2,P0091,L0091,STANDARD,P,optimized_efficiency_first
O000330,2026-W20,2026-05-11,2026-05-18,13,6,2,P0092,L0092,STANDARD,P,optimized_efficiency_first
O000331,2026-W20,2026-05-11,2026-05-18,13,6,2,P0093,L0093,STANDARD,P,optimized_efficiency_first
O000332,2026-W20,2026-05-11,2026-05-18,13,6,2,P0094,L0094,STANDARD,P,optimized_efficiency_first
O000333,2026-W20,2026-05-11,2026-05-18,13,6,2,P0095,L0095,STANDARD,P,optimized_efficiency_first
O000334,2026-W20,2026-05-11,2026-05-18,13,6,2,P0097,L0097,STANDARD,P,optimized_efficiency_first
O000335,2026-W20,2026-05-11,2026-05-18,13,6,2,P0098,L0098,STANDARD,P,optimized_efficiency_first
O000336,2026-W20,2026-05-11,2026-05-18,13,6,2,P0100,L0100,STANDARD,P,optimized_efficiency_first
O000337,2026-W20,2026-05-11,2026-05-18,13,6,2,P0101,L0101,STANDARD,P,optimized_efficiency_first
O000338,2026-W20,2026-05-11,2026-05-18,13,6,2,P0102,L0102,STANDARD,P,optimized_efficiency_first
O000339,2026-W20,2026-05-11,2026-05-18,13,6,2,P0104,L0104,STANDARD,P,optimized_efficiency_first
O000340,2026-W20,2026-05-11,2026-05-18,13,6,2,P0105,L0105,STANDARD,P,optimized_efficiency_first
O000341,2026-W21,2026-05-18,2026-05-25,14,7,2,P0114,L0114,H24,P,optimized_efficiency_first
O000342,2026-W21,2026-05-18,2026-05-25,14,7,2,P0115,L0115,H24,P,optimized_efficiency_first
O000343,2026-W21,2026-05-18,2026-05-25,14,7,2,P0121,L0121,H24,P,optimized_efficiency_first
O000344,2026-W21,2026-05-18,2026-05-25,14,7,2,P0107,L0107,STANDARD,P,optimized_efficiency_first
O000345,2026-W21,2026-05-18,2026-05-25,14,7,2,P0108,L0108,STANDARD,P,optimized_efficiency_first
O000346,2026-W21,2026-05-18,2026-05-25,14,7,2,P0109,L0109,STANDARD,P,optimized_efficiency_first
O000347,2026-W21,2026-05-18,2026-05-25,14,7,2,P0110,L0110,STANDARD,P,optimized_efficiency_first
O000348,2026-W21,2026-05-18,2026-05-25,14,7,2,P0111,L0111,STANDARD,P,optimized_efficiency_first
O000349,2026-W21,2026-05-18,2026-05-25,14,7,2,P0112,L0112,STANDARD,P,optimized_efficiency_first
O000350,2026-W21,2026-05-18,2026-05-25,14,7,2,P0113,L0113,STANDARD,P,optimized_efficiency_first
O000351,2026-W21,2026-05-18,2026-05-25,14,7,2,P0116,L0116,STANDARD,P,optimized_efficiency_first
O000352,2026-W21,2026-05-18,2026-05-25,14,7,2,P0117,L0117,STANDARD,P,optimized_efficiency_first
O000353,2026-W21,2026-05-18,2026-05-25,14,7,2,P0118,L0118,STANDARD,P,optimized_efficiency_first
O000354,2026-W21,2026-05-18,2026-05-25,14,7,2,P0119,L0119,STANDARD,C,optimized_efficiency_first
O000355,2026-W21,2026-05-18,2026-05-25,14,7,2,P0120,L0120,STANDARD,P,optimized_efficiency_first
O000356,2026-W21,2026-05-18,2026-05-25,14,7,2,P0122,L0122,STANDARD,P,optimized_efficiency_first
O000357,2026-W21,2026-05-18,2026-05-25,14,7,2,P0123,L0123,STANDARD,P,optimized_efficiency_first
O000358,2026-W22,2026-05-25,2026-06-01,15,1,3,P0011,L0011,H24,P,optimized_efficiency_first
O000359,2026-W22,2026-05-25,2026-06-01,15,1,3,P0013,L0013,H24,P,optimized_efficiency_first
O000360,2026-W22,2026-05-25,2026-06-01,15,1,3,P0016,L0016,H24,P,optimized_efficiency_first
O000361,2026-W22,2026-05-25,2026-06-01,15,1,3,P0001,L0001,STANDARD,C,optimized_efficiency_first
O000362,2026-W22,2026-05-25,2026-06-01,15,1,3,P0002,L0002,STANDARD,P,optimized_efficiency_first
O000363,2026-W22,2026-05-25,2026-06-01,15,1,3,P0003,L0003,STANDARD,P,optimized_efficiency_first
O000364,2026-W22,2026-05-25,2026-06-01,15,1,3,P0004,L0004,STANDARD,P,optimized_efficiency_first
O000365,2026-W22,2026-05-25,2026-06-01,15,1,3,P0005,L0005,STANDARD,P,optimized_efficiency_first
O000366,2026-W22,2026-05-25,2026-06-01,15,1,3,P0006,L0006,STANDARD,P,optimized_efficiency_first
O000367,2026-W22,2026-05-25,2026-06-01,15,1,3,P0007,L0007,STANDARD,P,optimized_efficiency_first
O000368,2026-W22,2026-05-25,2026-06-01,15,1,3,P0008,L0008,STANDARD,P,optimized_efficiency_first
O000369,2026-W22,2026-05-25,2026-06-01,15,1,3,P0009,L0009,STANDARD,P,optimized_efficiency_first
O000370,2026-W22,2026-05-25,2026-06-01,15,1,3,P0010,L0010,STANDARD,P,optimized_efficiency_first
O000371,2026-W22,2026-05-25,2026-06-01,15,1,3,P0012,L0012,STANDARD,P,optimized_efficiency_first
O000372,2026-W22,2026-05-25,2026-06-01,15,1,3,P0014,L0014,STANDARD,P,optimized_efficiency_first
O000373,2026-W22,2026-05-25,2026-06-01,15,1,3,P0015,L0015,STANDARD,P,optimized_efficiency_first
O000374,2026-W22,2026-05-25,2026-06-01,15,1,3,P0017,L0017,STANDARD,C,optimized_efficiency_first
O000375,2026-W23,2026-06-01,2026-06-08,16,2,3,P0023,L0023,H24,P,optimized_efficiency_first
O000376,2026-W23,2026-06-01,2026-06-08,16,2,3,P0024,L0024,H24,P,optimized_efficiency_first
O000377,2026-W23,2026-06-01,2026-06-08,16,2,3,P0027,L0027,H24,P,optimized_efficiency_first
O000378,2026-W23,2026-06-01,2026-06-08,16,2,3,P0018,L0018,STANDARD,P,optimized_efficiency_first
O000379,2026-W23,2026-06-01,2026-06-08,16,2,3,P0019,L0019,STANDARD,P,optimized_efficiency_first
O000380,2026-W23,2026-06-01,2026-06-08,16,2,3,P0020,L0020,STANDARD,P,optimized_efficiency_first
O000381,2026-W23,2026-06-01,2026-06-08,16,2,3,P0021,L0021,STANDARD,P,optimized_efficiency_first
O000382,2026-W23,2026-06-01,2026-06-08,16,2,3,P0022,L0022,STANDARD,P,optimized_efficiency_first
O000383,2026-W23,2026-06-01,2026-06-08,16,2,3,P0025,L0025,STANDARD,P,optimized_efficiency_first
O000384,2026-W23,2026-06-01,2026-06-08,16,2,3,P0026,L0026,STANDARD,P,optimized_efficiency_first
O000385,2026-W23,2026-06-01,2026-06-08,16,2,3,P0028,L0028,STANDARD,P,optimized_efficiency_first
O000386,2026-W23,2026-06-01,2026-06-08,16,2,3,P0029,L0029,STANDARD,P,optimized_efficiency_first
O000387,2026-W23,2026-06-01,2026-06-08,16,2,3,P0030,L0030,STANDARD,P,optimized_efficiency_first
O000388,2026-W23,2026-06-01,2026-06-08,16,2,3,P0031,L0031,STANDARD,P,optimized_efficiency_first
O000389,2026-W23,2026-06-01,2026-06-08,16,2,3,P0032,L0032,STANDARD,P,optimized_efficiency_first
O000390,2026-W23,2026-06-01,2026-06-08,16,2,3,P0034,L0034,STANDARD,P,optimized_efficiency_first
O000391,2026-W23,2026-06-01,2026-06-08,16,2,3,P0035,L0035,STANDARD,P,optimized_efficiency_first
O000392,2026-W24,2026-06-08,2026-06-15,17,3,3,P0042,L0042,H24,P,optimized_efficiency_first
O000393,2026-W24,2026-06-08,2026-06-15,17,3,3,P0046,L0046,H24,P,optimized_efficiency_first
O000394,2026-W24,2026-06-08,2026-06-15,17,3,3,P0050,L0050,H24,P,optimized_efficiency_first
O000395,2026-W24,2026-06-08,2026-06-15,17,3,3,P0036,L0036,STANDARD,P,optimized_efficiency_first
O000396,2026-W24,2026-06-08,2026-06-15,17,3,3,P0037,L0037,STANDARD,P,optimized_efficiency_first
O000397,2026-W24,2026-06-08,2026-06-15,17,3,3,P0038,L0038,STANDARD,P,optimized_efficiency_first
O000398,2026-W24,2026-06-08,2026-06-15,17,3,3,P0039,L0039,STANDARD,P,optimized_efficiency_first
O000399,2026-W24,2026-06-08,2026-06-15,17,3,3,P0040,L0040,STANDARD,P,optimized_efficiency_first
O000400,2026-W24,2026-06-08,2026-06-15,17,3,3,P0041,L0041,STANDARD,P,optimized_efficiency_first
O000401,2026-W24,2026-06-08,2026-06-15,17,3,3,P0043,L0043,STANDARD,P,optimized_efficiency_first
O000402,2026-W24,2026-06-08,2026-06-15,17,3,3,P0044,L0044,STANDARD,P,optimized_efficiency_first
O000403,2026-W24,2026-06-08,2026-06-15,17,3,3,P0045,L0045,STANDARD,P,optimized_efficiency_first
O000404,2026-W24,2026-06-08,2026-06-15,17,3,3,P0047,L0047,STANDARD,P,optimized_efficiency_first
O000405,2026-W24,2026-06-08,2026-06-15,17,3,3,P0048,L0048,STANDARD,P,optimized_efficiency_first
O000406,2026-W24,2026-06-08,2026-06-15,17,3,3,P0049,L0049,STANDARD,P,optimized_efficiency_first
O000407,2026-W24,2026-06-08,2026-06-15,17,3,3,P0051,L0051,STANDARD,P,optimized_efficiency_first
O000408,2026-W24,2026-06-08,2026-06-15,17,3,3,P0053,L0053,STANDARD,P,optimized_efficiency_first
O000409,2026-W25,2026-06-15,2026-06-22,18,4,3,P0058,L0058,H24,P,optimized_efficiency_first
O000410,2026-W25,2026-06-15,2026-06-22,18,4,3,P0063,L0063,H24,P,optimized_efficiency_first
O000411,2026-W25,2026-06-15,2026-06-22,18,4,3,P0069,L0069,H24,P,optimized_efficiency_first
O000412,2026-W25,2026-06-15,2026-06-22,18,4,3,P0054,L0054,STANDARD,P,optimized_efficiency_first
O000413,2026-W25,2026-06-15,2026-06-22,18,4,3,P0055,L0124,STANDARD,P,optimized_efficiency_first
O000414,2026-W25,2026-06-15,2026-06-22,18,4,3,P0056,L0056,STANDARD,P,optimized_efficiency_first
O000415,2026-W25,2026-06-15,2026-06-22,18,4,3,P0057,L0057,STANDARD,P,optimized_efficiency_first
O000416,2026-W25,2026-06-15,2026-06-22,18,4,3,P0059,L0059,STANDARD,P,optimized_efficiency_first
O000417,2026-W25,2026-06-15,2026-06-22,18,4,3,P0060,L0060,STANDARD,P,optimized_efficiency_first
O000418,2026-W25,2026-06-15,2026-06-22,18,4,3,P0061,L0061,STANDARD,P,optimized_efficiency_first
O000419,2026-W25,2026-06-15,2026-06-22,18,4,3,P0062,L0062,STANDARD,P,optimized_efficiency_first
O000420,2026-W25,2026-06-15,2026-06-22,18,4,3,P0064,L0064,STANDARD,P,optimized_efficiency_first
O000421,2026-W25,2026-06-15,2026-06-22,18,4,3,P0065,L0065,STANDARD,P,optimized_efficiency_first
O000422,2026-W25,2026-06-15,2026-06-22,18,4,3,P0066,L0066,STANDARD,P,optimized_efficiency_first
O000423,2026-W25,2026-06-15,2026-06-22,18,4,3,P0067,L0067,STANDARD,P,optimized_efficiency_first
O000424,2026-W25,2026-06-15,2026-06-22,18,4,3,P0068,L0068,STANDARD,P,optimized_efficiency_first
O000425,2026-W25,2026-06-15,2026-06-22,18,4,3,P0070,L0070,STANDARD,C,optimized_efficiency_first
O000426,2026-W26,2026-06-22,2026-06-29,19,5,3,P0079,L0079,H24,P,optimized_efficiency_first
O000427,2026-W26,2026-06-22,2026-06-29,19,5,3,P0081,L0081,H24,P,optimized_efficiency_first
O000428,2026-W26,2026-06-22,2026-06-29,19,5,3,P0087,L0087,H24,P,optimized_efficiency_first
O000429,2026-W26,2026-06-22,2026-06-29,19,5,3,P0071,L0071,STANDARD,P,optimized_efficiency_first
O000430,2026-W26,2026-06-22,2026-06-29,19,5,3,P0072,L0072,STANDARD,P,optimized_efficiency_first
O000431,2026-W26,2026-06-22,2026-06-29,19,5,3,P0073,L0073,STANDARD,P,optimized_efficiency_first
O000432,2026-W26,2026-06-22,2026-06-29,19,5,3,P0074,L0074,STANDARD,P,optimized_efficiency_first
O000433,2026-W26,2026-06-22,2026-06-29,19,5,3,P0075,L0075,STANDARD,P,optimized_efficiency_first
O000434,2026-W26,2026-06-22,2026-06-29,19,5,3,P0076,L0076,STANDARD,P,optimized_efficiency_first
O000435,2026-W26,2026-06-22,2026-06-29,19,5,3,P0077,L0077,STANDARD,P,optimized_efficiency_first
O000436,2026-W26,2026-06-22,2026-06-29,19,5,3,P0080,L0080,STANDARD,P,optimized_efficiency_first
O000437,2026-W26,2026-06-22,2026-06-29,19,5,3,P0082,L0082,STANDARD,P,optimized_efficiency_first
O000438,2026-W26,2026-06-22,2026-06-29,19,5,3,P0083,L0083,STANDARD,P,optimized_efficiency_first
O000439,2026-W26,2026-06-22,2026-06-29,19,5,3,P0084,L0084,STANDARD,P,optimized_efficiency_first
O000440,2026-W26,2026-06-22,2026-06-29,19,5,3,P0085,L0085,STANDARD,P,optimized_efficiency_first
O000441,2026-W26,2026-06-22,2026-06-29,19,5,3,P0086,L0086,STANDARD,P,optimized_efficiency_first
O000442,2026-W26,2026-06-22,2026-06-29,19,5,3,P0088,L0088,STANDARD,P,optimized_efficiency_first
O000443,2026-W27,2026-06-29,2026-07-06,20,6,3,P0095,L0095,H24,P,optimized_efficiency_first
O000444,2026-W27,2026-06-29,2026-07-06,20,6,3,P0097,L0097,H24,P,optimized_efficiency_first
O000445,2026-W27,2026-06-29,2026-07-06,20,6,3,P0102,L0102,H24,P,optimized_efficiency_first
O000446,2026-W27,2026-06-29,2026-07-06,20,6,3,P0089,L0089,STANDARD,P,optimized_efficiency_first
O000447,2026-W27,2026-06-29,2026-07-06,20,6,3,P0090,L0090,STANDARD,P,optimized_efficiency_first
O000448,2026-W27,2026-06-29,2026-07-06,20,6,3,P0091,L0091,STANDARD,P,optimized_efficiency_first
O000449,2026-W27,2026-06-29,2026-07-06,20,6,3,P0092,L0092,STANDARD,P,optimized_efficiency_first
O000450,2026-W27,2026-06-29,2026-07-06,20,6,3,P0093,L0093,STANDARD,P,optimized_efficiency_first
O000451,2026-W27,2026-06-29,2026-07-06,20,6,3,P0094,L0094,STANDARD,P,optimized_efficiency_first
O000452,2026-W27,2026-06-29,2026-07-06,20,6,3,P0096,L0096,STANDARD,P,optimized_efficiency_first
O000453,2026-W27,2026-06-29,2026-07-06,20,6,3,P0098,L0098,STANDARD,P,optimized_efficiency_first
O000454,2026-W27,2026-06-29,2026-07-06,20,6,3,P0099,L0099,STANDARD,P,optimized_efficiency_first
O000455,2026-W27,2026-06-29,2026-07-06,20,6,3,P0100,L0100,STANDARD,P,optimized_efficiency_first
O000456,2026-W27,2026-06-29,2026-07-06,20,6,3,P0101,L0101,STANDARD,P,optimized_efficiency_first
O000457,2026-W27,2026-06-29,2026-07-06,20,6,3,P0103,L0103,STANDARD,P,optimized_efficiency_first
O000458,2026-W27,2026-06-29,2026-07-06,20,6,3,P0105,L0105,STANDARD,P,optimized_efficiency_first
O000459,2026-W27,2026-06-29,2026-07-06,20,6,3,P0106,L0106,STANDARD,P,optimized_efficiency_first
O000460,2026-W28,2026-07-06,2026-07-13,21,7,3,P0111,L0111,H24,P,optimized_efficiency_first
O000461,2026-W28,2026-07-06,2026-07-13,21,7,3,P0117,L0117,H24,P,optimized_efficiency_first
O000462,2026-W28,2026-07-06,2026-07-13,21,7,3,P0120,L0120,H24,P,optimized_efficiency_first
O000463,2026-W28,2026-07-06,2026-07-13,21,7,3,P0107,L0107,STANDARD,P,optimized_efficiency_first
O000464,2026-W28,2026-07-06,2026-07-13,21,7,3,P0108,L0108,STANDARD,P,optimized_efficiency_first
O000465,2026-W28,2026-07-06,2026-07-13,21,7,3,P0109,L0109,STANDARD,P,optimized_efficiency_first
O000466,2026-W28,2026-07-06,2026-07-13,21,7,3,P0110,L0110,STANDARD,P,optimized_efficiency_first
O000467,2026-W28,2026-07-06,2026-07-13,21,7,3,P0112,L0112,STANDARD,P,optimized_efficiency_first
O000468,2026-W28,2026-07-06,2026-07-13,21,7,3,P0113,L0113,STANDARD,P,optimized_efficiency_first
O000469,2026-W28,2026-07-06,2026-07-13,21,7,3,P0114,L0114,STANDARD,P,optimized_efficiency_first
O000470,2026-W28,2026-07-06,2026-07-13,21,7,3,P0115,L0115,STANDARD,P,optimized_efficiency_first
O000471,2026-W28,2026-07-06,2026-07-13,21,7,3,P0116,L0116,STANDARD,P,optimized_efficiency_first
O000472,2026-W28,2026-07-06,2026-07-13,21,7,3,P0118,L0118,STANDARD,P,optimized_efficiency_first
O000473,2026-W28,2026-07-06,2026-07-13,21,7,3,P0119,L0119,STANDARD,C,optimized_efficiency_first
O000474,2026-W28,2026-07-06,2026-07-13,21,7,3,P0121,L0121,STANDARD,P,optimized_efficiency_first
O000475,2026-W28,2026-07-06,2026-07-13,21,7,3,P0122,L0122,STANDARD,P,optimized_efficiency_first
O000476,2026-W28,2026-07-06,2026-07-13,21,7,3,P0123,L0123,STANDARD,P,optimized_efficiency_first
O000477,2026-W29,2026-07-13,2026-07-20,22,1,4,P0005,L0005,H24,P,optimized_efficiency_first
O000478,2026-W29,2026-07-13,2026-07-20,22,1,4,P0012,L0012,H24,P,optimized_efficiency_first
O000479,2026-W29,2026-07-13,2026-07-20,22,1,4,P0016,L0016,H24,P,optimized_efficiency_first
O000480,2026-W29,2026-07-13,2026-07-20,22,1,4,P0001,L0001,STANDARD,C,optimized_efficiency_first
O000481,2026-W29,2026-07-13,2026-07-20,22,1,4,P0002,L0002,STANDARD,P,optimized_efficiency_first
O000482,2026-W29,2026-07-13,2026-07-20,22,1,4,P0003,L0003,STANDARD,P,optimized_efficiency_first
O000483,2026-W29,2026-07-13,2026-07-20,22,1,4,P0004,L0004,STANDARD,P,optimized_efficiency_first
O000484,2026-W29,2026-07-13,2026-07-20,22,1,4,P0006,L0006,STANDARD,P,optimized_efficiency_first
O000485,2026-W29,2026-07-13,2026-07-20,22,1,4,P0007,L0007,STANDARD,P,optimized_efficiency_first
O000486,2026-W29,2026-07-13,2026-07-20,22,1,4,P0008,L0008,STANDARD,P,optimized_efficiency_first
O000487,2026-W29,2026-07-13,2026-07-20,22,1,4,P0009,L0009,STANDARD,P,optimized_efficiency_first
O000488,2026-W29,2026-07-13,2026-07-20,22,1,4,P0010,L0010,STANDARD,P,optimized_efficiency_first
O000489,2026-W29,2026-07-13,2026-07-20,22,1,4,P0011,L0011,STANDARD,P,optimized_efficiency_first
O000490,2026-W29,2026-07-13,2026-07-20,22,1,4,P0013,L0013,STANDARD,P,optimized_efficiency_first
O000491,2026-W29,2026-07-13,2026-07-20,22,1,4,P0014,L0014,STANDARD,P,optimized_efficiency_first
