assignment_id,week_id,week_start,week_end,nT,rotation_group,rotation_round,pharmacy_id,location_id,shift_type,access_mode,schedule_source
O000242,2026-W14,2026-03-30,2026-04-06,7,7,1,P0119,L0119,STANDARD,C,optimized_fairness_aware
O000243,2026-W14,2026-03-30,2026-04-06,7,7,1,P0120,L0120,STANDARD,P,optimized_fairness_aware
O000244,2026-W14,2026-03-30,2026-04-06,7,7,1,P0121,L0121,STANDARD,P,optimized_fairness_aware
O000245,2026-W14,2026-03-30,2026-04-06,7,7,1,P0122,L0122,STANDARD,P,optimized_fairness_aware
O000246,2026-W14,2026-03-30,2026-04-06,7,7,1,P0123,L0123,STANDARD,P,optimized_fairness_aware
O000247,2026-W15,2026-04-06,2026-04-13,8,1,2,P0006,L0006,H24,P,optimized_fairness_aware
O000248,2026-W15,2026-04-06,2026-04-13,8,1,2,P0010,L0010,H24,P,optimized_fairness_aware
O000249,2026-W15,2026-04-06,2026-04-13,8,1,2,P0017,L0017,H24,C,optimized_fairness_aware
O000250,2026-W15,2026-04-06,2026-04-13,8,1,2,P0001,L0001,STANDARD,C,optimized_fairness_aware
O000251,2026-W15,2026-04-06,2026-04-13,8,1,2,P0002,L0002,STANDARD,P,optimized_fairness_aware
O000252,2026-W15,2026-04-06,2026-04-13,8,1,2,P0003,L0003,STANDARD,P,optimized_fairness_aware
O000253,2026-W15,2026-04-06,2026-04-13,8,1,2,P0004,L0004,STANDARD,P,optimized_fairness_aware
O000254,2026-W15,2026-04-06,2026-04-13,8,1,2,P0005,L0005,STANDARD,P,optimized_fairness_aware
O000255,2026-W15,2026-04-06,2026-04-13,8,1,2,P0007,L0007,STANDARD,P,optimized_fairness_aware
O000256,2026-W15,2026-04-06,2026-04-13,8,1,2,P0008,L0008,STANDARD,P,optimized_fairness_aware
O000257,2026-W15,2026-04-06,2026-04-13,8,1,2,P0009,L0009,STANDARD,P,optimized_fairness_aware
O000258,2026-W15,2026-04-06,2026-04-13,8,1,2,P0011,L0011,STANDARD,P,optimized_fairness_aware
O000259,2026-W15,2026-04-06,2026-04-13,8,1,2,P0012,L0012,STANDARD,P,optimized_fairness_aware
O000260,2026-W15,2026-04-06,2026-04-13,8,1,2,P0013,L0013,STANDARD,P,optimized_fairness_aware
O000261,2026-W15,2026-04-06,2026-04-13,8,1,2,P0014,L0014,STANDARD,P,optimized_fairness_aware
O000262,2026-W15,2026-04-06,2026-04-13,8,1,2,P0015,L0015,STANDARD,P,optimized_fairness_aware
O000263,2026-W15,2026-04-06,2026-04-13,8,1,2,P0016,L0016,STANDARD,P,optimized_fairness_aware
O000264,2026-W16,2026-04-13,2026-04-20,9,2,2,P0030,L0030,H24,P,optimized_fairness_aware
O000265,2026-W16,2026-04-13,2026-04-20,9,2,2,P0034,L0034,H24,P,optimized_fairness_aware
O000266,2026-W16,2026-04-13,2026-04-20,9,2,2,P0035,L0035,H24,P,optimized_fairness_aware
O000267,2026-W16,2026-04-13,2026-04-20,9,2,2,P0018,L0018,STANDARD,P,optimized_fairness_aware
O000268,2026-W16,2026-04-13,2026-04-20,9,2,2,P0019,L0019,STANDARD,P,optimized_fairness_aware
O000269,2026-W16,2026-04-13,2026-04-20,9,2,2,P0020,L0020,STANDARD,P,optimized_fairness_aware
O000270,2026-W16,2026-04-13,2026-04-20,9,2,2,P0022,L0022,STANDARD,P,optimized_fairness_aware
O000271,2026-W16,2026-04-13,2026-04-20,9,2,2,P0023,L0023,STANDARD,P,optimized_fairness_aware
O000272,2026-W16,2026-04-13,2026-04-20,9,2,2,P0024,L0024,STANDARD,P,optimized_fairness_aware
O000273,2026-W16,2026-04-13,2026-04-20,9,2,2,P0025,L0025,STANDARD,P,optimized_fairness_aware
O000274,2026-W16,2026-04-13,2026-04-20,9,2,2,P0026,L0026,STANDARD,P,optimized_fairness_aware
O000275,2026-W16,2026-04-13,2026-04-20,9,2,2,P0027,L0027,STANDARD,P,optimized_fairness_aware
O000276,2026-W16,2026-04-13,2026-04-20,9,2,2,P0028,L0028,STANDARD,P,optimized_fairness_aware
O000277,2026-W16,2026-04-13,2026-04-20,9,2,2,P0029,L0029,STANDARD,P,optimized_fairness_aware
O000278,2026-W16,2026-04-13,2026-04-20,9,2,2,P0031,L0031,STANDARD,P,optimized_fairness_aware
O000279,2026-W16,2026-04-13,2026-04-20,9,2,2,P0032,L0032,STANDARD,P,optimized_fairness_aware
O000280,2026-W16,2026-04-13,2026-04-20,9,2,2,P0033,L0033,STANDARD,P,optimized_fairness_aware
O000281,2026-W17,2026-04-20,2026-04-27,10,3,2,P0040,L0040,H24,P,optimized_fairness_aware
O000282,2026-W17,2026-04-20,2026-04-27,10,3,2,P0043,L0043,H24,P,optimized_fairness_aware
O000283,2026-W17,2026-04-20,2026-04-27,10,3,2,P0053,L0053,H24,P,optimized_fairness_aware
O000284,2026-W17,2026-04-20,2026-04-27,10,3,2,P0036,L0036,STANDARD,P,optimized_fairness_aware
O000285,2026-W17,2026-04-20,2026-04-27,10,3,2,P0037,L0037,STANDARD,P,optimized_fairness_aware
O000286,2026-W17,2026-04-20,2026-04-27,10,3,2,P0038,L0038,STANDARD,P,optimized_fairness_aware
O000287,2026-W17,2026-04-20,2026-04-27,10,3,2,P0039,L0039,STANDARD,P,optimized_fairness_aware
O000288,2026-W17,2026-04-20,2026-04-27,10,3,2,P0041,L0041,STANDARD,P,optimized_fairness_aware
O000289,2026-W17,2026-04-20,2026-04-27,10,3,2,P0042,L0042,STANDARD,P,optimized_fairness_aware
O000290,2026-W17,2026-04-20,2026-04-27,10,3,2,P0044,L0044,STANDARD,P,optimized_fairness_aware
O000291,2026-W17,2026-04-20,2026-04-27,10,3,2,P0045,L0045,STANDARD,P,optimized_fairness_aware
O000292,2026-W17,2026-04-20,2026-04-27,10,3,2,P0046,L0046,STANDARD,P,optimized_fairness_aware
O000293,2026-W17,2026-04-20,2026-04-27,10,3,2,P0047,L0047,STANDARD,P,optimized_fairness_aware
O000294,2026-W17,2026-04-20,2026-04-27,10,3,2,P0048,L0048,STANDARD,P,optimized_fairness_aware
O000295,2026-W17,2026-04-20,2026-04-27,10,3,2,P0050,L0050,STANDARD,P,optimized_fairness_aware
O000296,2026-W17,2026-04-20,2026-04-27,10,3,2,P0051,L0051,STANDARD,P,optimized_fairness_aware
O000297,2026-W17,2026-04-20,2026-04-27,10,3,2,P0052,L0052,STANDARD,C,optimized_fairness_aware
O000298,2026-W18,2026-04-27,2026-05-04,11,4,2,P0059,L0059,H24,P,optimized_fairness_aware
O000299,2026-W18,2026-04-27,2026-05-04,11,4,2,P0061,L0061,H24,P,optimized_fairness_aware
O000300,2026-W18,2026-04-27,2026-05-04,11,4,2,P0068,L0068,H24,P,optimized_fairness_aware
O000301,2026-W18,2026-04-27,2026-05-04,11,4,2,P0054,L0054,STANDARD,P,optimized_fairness_aware
O000302,2026-W18,2026-04-27,2026-05-04,11,4,2,P0055,L0124,STANDARD,P,optimized_fairness_aware
O000303,2026-W18,2026-04-27,2026-05-04,11,4,2,P0056,L0056,STANDARD,P,optimized_fairness_aware
O000304,2026-W18,2026-04-27,2026-05-04,11,4,2,P0057,L0057,STANDARD,P,optimized_fairness_aware
O000305,2026-W18,2026-04-27,2026-05-04,11,4,2,P0058,L0058,STANDARD,P,optimized_fairness_aware
O000306,2026-W18,2026-04-27,2026-05-04,11,4,2,P0060,L0060,STANDARD,P,optimized_fairness_aware
O000307,2026-W18,2026-04-27,2026-05-04,11,4,2,P0062,L0062,STANDARD,P,optimized_fairness_aware
O000308,2026-W18,2026-04-27,2026-05-04,11,4,2,P0063,L0063,STANDARD,P,optimized_fairness_aware
O000309,2026-W18,2026-04-27,2026-05-04,11,4,2,P0064,L0064,STANDARD,P,optimized_fairness_aware
O000310,2026-W18,2026-04-27,2026-05-04,11,4,2,P0065,L0065,STANDARD,P,optimized_fairness_aware
O000311,2026-W18,2026-04-27,2026-05-04,11,4,2,P0066,L0066,STANDARD,P,optimized_fairness_aware
O000312,2026-W18,2026-04-27,2026-05-04,11,4,2,P0067,L0067,STANDARD,P,optimized_fairness_aware
O000313,2026-W18,2026-04-27,2026-05-04,11,4,2,P0069,L0069,STANDARD,P,optimized_fairness_aware
O000314,2026-W18,2026-04-27,2026-05-04,11,4,2,P0070,L0070,STANDARD,C,optimized_fairness_aware
O000315,2026-W19,2026-05-04,2026-05-11,12,5,2,P0082,L0082,H24,P,optimized_fairness_aware
O000316,2026-W19,2026-05-04,2026-05-11,12,5,2,P0083,L0083,H24,P,optimized_fairness_aware
O000317,2026-W19,2026-05-04,2026-05-11,12,5,2,P0085,L0085,H24,P,optimized_fairness_aware
O000318,2026-W19,2026-05-04,2026-05-11,12,5,2,P0071,L0071,STANDARD,P,optimized_fairness_aware
O000319,2026-W19,2026-05-04,2026-05-11,12,5,2,P0072,L0072,STANDARD,P,optimized_fairness_aware
O000320,2026-W19,2026-05-04,2026-05-11,12,5,2,P0073,L0073,STANDARD,P,optimized_fairness_aware
O000321,2026-W19,2026-05-04,2026-05-11,12,5,2,P0074,L0074,STANDARD,P,optimized_fairness_aware
O000322,2026-W19,2026-05-04,2026-05-11,12,5,2,P0075,L0075,STANDARD,P,optimized_fairness_aware
O000323,2026-W19,2026-05-04,2026-05-11,12,5,2,P0076,L0076,STANDARD,P,optimized_fairness_aware
O000324,2026-W19,2026-05-04,2026-05-11,12,5,2,P0077,L0077,STANDARD,P,optimized_fairness_aware
O000325,2026-W19,2026-05-04,2026-05-11,12,5,2,P0078,L0078,STANDARD,P,optimized_fairness_aware
O000326,2026-W19,2026-05-04,2026-05-11,12,5,2,P0079,L0079,STANDARD,P,optimized_fairness_aware
O000327,2026-W19,2026-05-04,2026-05-11,12,5,2,P0080,L0080,STANDARD,P,optimized_fairness_aware
O000328,2026-W19,2026-05-04,2026-05-11,12,5,2,P0081,L0081,STANDARD,P,optimized_fairness_aware
O000329,2026-W19,2026-05-04,2026-05-11,12,5,2,P0084,L0084,STANDARD,P,optimized_fairness_aware
O000330,2026-W19,2026-05-04,2026-05-11,12,5,2,P0086,L0086,STANDARD,P,optimized_fairness_aware
O000331,2026-W19,2026-05-04,2026-05-11,12,5,2,P0087,L0087,STANDARD,P,optimized_fairness_aware
O000332,2026-W19,2026-05-04,2026-05-11,12,5,2,P0088,L0088,STANDARD,P,optimized_fairness_aware
O000333,2026-W20,2026-05-11,2026-05-18,13,6,2,P0096,L0096,H24,P,optimized_fairness_aware
O000334,2026-W20,2026-05-11,2026-05-18,13,6,2,P0099,L0099,H24,P,optimized_fairness_aware
O000335,2026-W20,2026-05-11,2026-05-18,13,6,2,P0103,L0103,H24,P,optimized_fairness_aware
O000336,2026-W20,2026-05-11,2026-05-18,13,6,2,P0089,L0089,STANDARD,P,optimized_fairness_aware
O000337,2026-W20,2026-05-11,2026-05-18,13,6,2,P0090,L0090,STANDARD,P,optimized_fairness_aware
O000338,2026-W20,2026-05-11,2026-05-18,13,6,2,P0091,L0091,STANDARD,P,optimized_fairness_aware
O000339,2026-W20,2026-05-11,2026-05-18,13,6,2,P0092,L0092,STANDARD,P,optimized_fairness_aware
O000340,2026-W20,2026-05-11,2026-05-18,13,6,2,P0093,L0093,STANDARD,P,optimized_fairness_aware
O000341,2026-W20,2026-05-11,2026-05-18,13,6,2,P0094,L0094,STANDARD,P,optimized_fairness_aware
O000342,2026-W20,2026-05-11,2026-05-18,13,6,2,P0095,L0095,STANDARD,P,optimized_fairness_aware
O000343,2026-W20,2026-05-11,2026-05-18,13,6,2,P0097,L0097,STANDARD,P,optimized_fairness_aware
O000344,2026-W20,2026-05-11,2026-05-18,13,6,2,P0098,L0098,STANDARD,P,optimized_fairness_aware
O000345,2026-W20,2026-05-11,2026-05-18,13,6,2,P0100,L0100,STANDARD,P,optimized_fairness_aware
O000346,2026-W20,2026-05-11,2026-05-18,13,6,2,P0101,L0101,STANDARD,P,optimized_fairness_aware
O000347,2026-W20,2026-05-11,2026-05-18,13,6,2,P0102,L0102,STANDARD,P,optimized_fairness_aware
O000348,2026-W20,2026-05-11,2026-05-18,13,6,2,P0104,L0104,STANDARD,P,optimized_fairness_aware
O000349,2026-W20,2026-05-11,2026-05-18,13,6,2,P0105,L0105,STANDARD,P,optimized_fairness_aware
O000350,2026-W20,2026-05-11,2026-05-18,13,6,2,P0106,L0106,STANDARD,P,optimized_fairness_aware
O000351,2026-W21,2026-05-18,2026-05-25,14,7,2,P0114,L0114,H24,P,optimized_fairness_aware
O000352,2026-W21,2026-05-18,2026-05-25,14,7,2,P0115,L0115,H24,P,optimized_fairness_aware
O000353,2026-W21,2026-05-18,2026-05-25,14,7,2,P0121,L0121,H24,P,optimized_fairness_aware
O000354,2026-W21,2026-05-18,2026-05-25,14,7,2,P0107,L0107,STANDARD,P,optimized_fairness_aware
O000355,2026-W21,2026-05-18,2026-05-25,14,7,2,P0108,L0108,STANDARD,P,optimized_fairness_aware
O000356,2026-W21,2026-05-18,2026-05-25,14,7,2,P0109,L0109,STANDARD,P,optimized_fairness_aware
O000357,2026-W21,2026-05-18,2026-05-25,14,7,2,P0110,L0110,STANDARD,P,optimized_fairness_aware
O000358,2026-W21,2026-05-18,2026-05-25,14,7,2,P0111,L0111,STANDARD,P,optimized_fairness_aware
O000359,2026-W21,2026-05-18,2026-05-25,14,7,2,P0112,L0112,STANDARD,P,optimized_fairness_aware
O000360,2026-W21,2026-05-18,2026-05-25,14,7,2,P0113,L0113,STANDARD,P,optimized_fairness_aware
O000361,2026-W21,2026-05-18,2026-05-25,14,7,2,P0116,L0116,STANDARD,P,optimized_fairness_aware
O000362,2026-W21,2026-05-18,2026-05-25,14,7,2,P0117,L0117,STANDARD,P,optimized_fairness_aware
O000363,2026-W21,2026-05-18,2026-05-25,14,7,2,P0118,L0118,STANDARD,P,optimized_fairness_aware
O000364,2026-W21,2026-05-18,2026-05-25,14,7,2,P0119,L0119,STANDARD,C,optimized_fairness_aware
O000365,2026-W21,2026-05-18,2026-05-25,14,7,2,P0120,L0120,STANDARD,P,optimized_fairness_aware
O000366,2026-W21,2026-05-18,2026-05-25,14,7,2,P0122,L0122,STANDARD,P,optimized_fairness_aware
O000367,2026-W21,2026-05-18,2026-05-25,14,7,2,P0123,L0123,STANDARD,P,optimized_fairness_aware
O000368,2026-W22,2026-05-25,2026-06-01,15,1,3,P0011,L0011,H24,P,optimized_fairness_aware
O000369,2026-W22,2026-05-25,2026-06-01,15,1,3,P0013,L0013,H24,P,optimized_fairness_aware
O000370,2026-W22,2026-05-25,2026-06-01,15,1,3,P0016,L0016,H24,P,optimized_fairness_aware
O000371,2026-W22,2026-05-25,2026-06-01,15,1,3,P0001,L0001,STANDARD,C,optimized_fairness_aware
O000372,2026-W22,2026-05-25,2026-06-01,15,1,3,P0002,L0002,STANDARD,P,optimized_fairness_aware
O000373,2026-W22,2026-05-25,2026-06-01,15,1,3,P0003,L0003,STANDARD,P,optimized_fairness_aware
O000374,2026-W22,2026-05-25,2026-06-01,15,1,3,P0004,L0004,STANDARD,P,optimized_fairness_aware
O000375,2026-W22,2026-05-25,2026-06-01,15,1,3,P0005,L0005,STANDARD,P,optimized_fairness_aware
O000376,2026-W22,2026-05-25,2026-06-01,15,1,3,P0006,L0006,STANDARD,P,optimized_fairness_aware
O000377,2026-W22,2026-05-25,2026-06-01,15,1,3,P0007,L0007,STANDARD,P,optimized_fairness_aware
O000378,2026-W22,2026-05-25,2026-06-01,15,1,3,P0008,L0008,STANDARD,P,optimized_fairness_aware
O000379,2026-W22,2026-05-25,2026-06-01,15,1,3,P0009,L0009,STANDARD,P,optimized_fairness_aware
O000380,2026-W22,2026-05-25,2026-06-01,15,1,3,P0010,L0010,STANDARD,P,optimized_fairness_aware
O000381,2026-W22,2026-05-25,2026-06-01,15,1,3,P0012,L0012,STANDARD,P,optimized_fairness_aware
O000382,2026-W22,2026-05-25,2026-06-01,15,1,3,P0014,L0014,STANDARD,P,optimized_fairness_aware
O000383,2026-W22,2026-05-25,2026-06-01,15,1,3,P0015,L0015,STANDARD,P,optimized_fairness_aware
O000384,2026-W22,2026-05-25,2026-06-01,15,1,3,P0017,L0017,STANDARD,C,optimized_fairness_aware
O000385,2026-W23,2026-06-01,2026-06-08,16,2,3,P0023,L0023,H24,P,optimized_fairness_aware
O000386,2026-W23,2026-06-01,2026-06-08,16,2,3,P0024,L0024,H24,P,optimized_fairness_aware
O000387,2026-W23,2026-06-01,2026-06-08,16,2,3,P0027,L0027,H24,P,optimized_fairness_aware
O000388,2026-W23,2026-06-01,2026-06-08,16,2,3,P0018,L0018,STANDARD,P,optimized_fairness_aware
O000389,2026-W23,2026-06-01,2026-06-08,16,2,3,P0019,L0019,STANDARD,P,optimized_fairness_aware
O000390,2026-W23,2026-06-01,2026-06-08,16,2,3,P0021,L0021,STANDARD,P,optimized_fairness_aware
O000391,2026-W23,2026-06-01,2026-06-08,16,2,3,P0022,L0022,STANDARD,P,optimized_fairness_aware
O000392,2026-W23,2026-06-01,2026-06-08,16,2,3,P0025,L0025,STANDARD,P,optimized_fairness_aware
O000393,2026-W23,2026-06-01,2026-06-08,16,2,3,P0026,L0026,STANDARD,P,optimized_fairness_aware
O000394,2026-W23,2026-06-01,2026-06-08,16,2,3,P0028,L0028,STANDARD,P,optimized_fairness_aware
O000395,2026-W23,2026-06-01,2026-06-08,16,2,3,P0029,L0029,STANDARD,P,optimized_fairness_aware
O000396,2026-W23,2026-06-01,2026-06-08,16,2,3,P0030,L0030,STANDARD,P,optimized_fairness_aware
O000397,2026-W23,2026-06-01,2026-06-08,16,2,3,P0031,L0031,STANDARD,P,optimized_fairness_aware
O000398,2026-W23,2026-06-01,2026-06-08,16,2,3,P0032,L0032,STANDARD,P,optimized_fairness_aware
O000399,2026-W23,2026-06-01,2026-06-08,16,2,3,P0033,L0033,STANDARD,P,optimized_fairness_aware
O000400,2026-W23,2026-06-01,2026-06-08,16,2,3,P0034,L0034,STANDARD,P,optimized_fairness_aware
O000401,2026-W23,2026-06-01,2026-06-08,16,2,3,P0035,L0035,STANDARD,P,optimized_fairness_aware
O000402,2026-W24,2026-06-08,2026-06-15,17,3,3,P0042,L0042,H24,P,optimized_fairness_aware
O000403,2026-W24,2026-06-08,2026-06-15,17,3,3,P0046,L0046,H24,P,optimized_fairness_aware
O000404,2026-W24,2026-06-08,2026-06-15,17,3,3,P0050,L0050,H24,P,optimized_fairness_aware
O000405,2026-W24,2026-06-08,2026-06-15,17,3,3,P0036,L0036,STANDARD,P,optimized_fairness_aware
O000406,2026-W24,2026-06-08,2026-06-15,17,3,3,P0037,L0037,STANDARD,P,optimized_fairness_aware
O000407,2026-W24,2026-06-08,2026-06-15,17,3,3,P0038,L0038,STANDARD,P,optimized_fairness_aware
O000408,2026-W24,2026-06-08,2026-06-15,17,3,3,P0039,L0039,STANDARD,P,optimized_fairness_aware
O000409,2026-W24,2026-06-08,2026-06-15,17,3,3,P0040,L0040,STANDARD,P,optimized_fairness_aware
O000410,2026-W24,2026-06-08,2026-06-15,17,3,3,P0041,L0041,STANDARD,P,optimized_fairness_aware
O000411,2026-W24,2026-06-08,2026-06-15,17,3,3,P0043,L0043,STANDARD,P,optimized_fairness_aware
O000412,2026-W24,2026-06-08,2026-06-15,17,3,3,P0044,L0044,STANDARD,P,optimized_fairness_aware
O000413,2026-W24,2026-06-08,2026-06-15,17,3,3,P0047,L0047,STANDARD,P,optimized_fairness_aware
O000414,2026-W24,2026-06-08,2026-06-15,17,3,3,P0048,L0048,STANDARD,P,optimized_fairness_aware
O000415,2026-W24,2026-06-08,2026-06-15,17,3,3,P0049,L0049,STANDARD,P,optimized_fairness_aware
O000416,2026-W24,2026-06-08,2026-06-15,17,3,3,P0051,L0051,STANDARD,P,optimized_fairness_aware
O000417,2026-W24,2026-06-08,2026-06-15,17,3,3,P0052,L0052,STANDARD,C,optimized_fairness_aware
O000418,2026-W24,2026-06-08,2026-06-15,17,3,3,P0053,L0053,STANDARD,P,optimized_fairness_aware
O000419,2026-W25,2026-06-15,2026-06-22,18,4,3,P0058,L0058,H24,P,optimized_fairness_aware
O000420,2026-W25,2026-06-15,2026-06-22,18,4,3,P0063,L0063,H24,P,optimized_fairness_aware
O000421,2026-W25,2026-06-15,2026-06-22,18,4,3,P0069,L0069,H24,P,optimized_fairness_aware
O000422,2026-W25,2026-06-15,2026-06-22,18,4,3,P0054,L0054,STANDARD,P,optimized_fairness_aware
O000423,2026-W25,2026-06-15,2026-06-22,18,4,3,P0055,L0124,STANDARD,P,optimized_fairness_aware
O000424,2026-W25,2026-06-15,2026-06-22,18,4,3,P0056,L0056,STANDARD,P,optimized_fairness_aware
O000425,2026-W25,2026-06-15,2026-06-22,18,4,3,P0057,L0057,STANDARD,P,optimized_fairness_aware
O000426,2026-W25,2026-06-15,2026-06-22,18,4,3,P0059,L0059,STANDARD,P,optimized_fairness_aware
O000427,2026-W25,2026-06-15,2026-06-22,18,4,3,P0060,L0060,STANDARD,P,optimized_fairness_aware
O000428,2026-W25,2026-06-15,2026-06-22,18,4,3,P0061,L0061,STANDARD,P,optimized_fairness_aware
O000429,2026-W25,2026-06-15,2026-06-22,18,4,3,P0062,L0062,STANDARD,P,optimized_fairness_aware
O000430,2026-W25,2026-06-15,2026-06-22,18,4,3,P0064,L0064,STANDARD,P,optimized_fairness_aware
O000431,2026-W25,2026-06-15,2026-06-22,18,4,3,P0065,L0065,STANDARD,P,optimized_fairness_aware
O000432,2026-W25,2026-06-15,2026-06-22,18,4,3,P0066,L0066,STANDARD,P,optimized_fairness_aware
O000433,2026-W25,2026-06-15,2026-06-22,18,4,3,P0067,L0067,STANDARD,P,optimized_fairness_aware
O000434,2026-W25,2026-06-15,2026-06-22,18,4,3,P0068,L0068,STANDARD,P,optimized_fairness_aware
O000435,2026-W25,2026-06-15,2026-06-22,18,4,3,P0070,L0070,STANDARD,C,optimized_fairness_aware
O000436,2026-W26,2026-06-22,2026-06-29,19,5,3,P0079,L0079,H24,P,optimized_fairness_aware
O000437,2026-W26,2026-06-22,2026-06-29,19,5,3,P0081,L0081,H24,P,optimized_fairness_aware
O000438,2026-W26,2026-06-22,2026-06-29,19,5,3,P0087,L0087,H24,P,optimized_fairness_aware
O000439,2026-W26,2026-06-22,2026-06-29,19,5,3,P0071,L0071,STANDARD,P,optimized_fairness_aware
O000440,2026-W26,2026-06-22,2026-06-29,19,5,3,P0072,L0072,STANDARD,P,optimized_fairness_aware
O000441,2026-W26,2026-06-22,2026-06-29,19,5,3,P0073,L0073,STANDARD,P,optimized_fairness_aware
O000442,2026-W26,2026-06-22,2026-06-29,19,5,3,P0074,L0074,STANDARD,P,optimized_fairness_aware
O000443,2026-W26,2026-06-22,2026-06-29,19,5,3,P0075,L0075,STANDARD,P,optimized_fairness_aware
O000444,2026-W26,2026-06-22,2026-06-29,19,5,3,P0076,L0076,STANDARD,P,optimized_fairness_aware
O000445,2026-W26,2026-06-22,2026-06-29,19,5,3,P0077,L0077,STANDARD,P,optimized_fairness_aware
O000446,2026-W26,2026-06-22,2026-06-29,19,5,3,P0078,L0078,STANDARD,P,optimized_fairness_aware
O000447,2026-W26,2026-06-22,2026-06-29,19,5,3,P0080,L0080,STANDARD,P,optimized_fairness_aware
O000448,2026-W26,2026-06-22,2026-06-29,19,5,3,P0082,L0082,STANDARD,P,optimized_fairness_aware
O000449,2026-W26,2026-06-22,2026-06-29,19,5,3,P0083,L0083,STANDARD,P,optimized_fairness_aware
O000450,2026-W26,2026-06-22,2026-06-29,19,5,3,P0084,L0084,STANDARD,P,optimized_fairness_aware
O000451,2026-W26,2026-06-22,2026-06-29,19,5,3,P0085,L0085,STANDARD,P,optimized_fairness_aware
O000452,2026-W26,2026-06-22,2026-06-29,19,5,3,P0086,L0086,STANDARD,P,optimized_fairness_aware
O000453,2026-W26,2026-06-22,2026-06-29,19,5,3,P0088,L0088,STANDARD,P,optimized_fairness_aware
O000454,2026-W27,2026-06-29,2026-07-06,20,6,3,P0095,L0095,H24,P,optimized_fairness_aware
O000455,2026-W27,2026-06-29,2026-07-06,20,6,3,P0097,L0097,H24,P,optimized_fairness_aware
O000456,2026-W27,2026-06-29,2026-07-06,20,6,3,P0102,L0102,H24,P,optimized_fairness_aware
O000457,2026-W27,2026-06-29,2026-07-06,20,6,3,P0089,L0089,STANDARD,P,optimized_fairness_aware
O000458,2026-W27,2026-06-29,2026-07-06,20,6,3,P0090,L0090,STANDARD,P,optimized_fairness_aware
O000459,2026-W27,2026-06-29,2026-07-06,20,6,3,P0091,L0091,STANDARD,P,optimized_fairness_aware
O000460,2026-W27,2026-06-29,2026-07-06,20,6,3,P0092,L0092,STANDARD,P,optimized_fairness_aware
O000461,2026-W27,2026-06-29,2026-07-06,20,6,3,P0093,L0093,STANDARD,P,optimized_fairness_aware
O000462,2026-W27,2026-06-29,2026-07-06,20,6,3,P0094,L0094,STANDARD,P,optimized_fairness_aware
O000463,2026-W27,2026-06-29,2026-07-06,20,6,3,P0096,L0096,STANDARD,P,optimized_fairness_aware
O000464,2026-W27,2026-06-29,2026-07-06,20,6,3,P0098,L0098,STANDARD,P,optimized_fairness_aware
O000465,2026-W27,2026-06-29,2026-07-06,20,6,3,P0099,L0099,STANDARD,P,optimized_fairness_aware
O000466,2026-W27,2026-06-29,2026-07-06,20,6,3,P0100,L0100,STANDARD,P,optimized_fairness_aware
O000467,2026-W27,2026-06-29,2026-07-06,20,6,3,P0101,L0101,STANDARD,P,optimized_fairness_aware
O000468,2026-W27,2026-06-29,2026-07-06,20,6,3,P0103,L0103,STANDARD,P,optimized_fairness_aware
O000469,2026-W27,2026-06-29,2026-07-06,20,6,3,P0104,L0104,STANDARD,P,optimized_fairness_aware
O000470,2026-W27,2026-06-29,2026-07-06,20,6,3,P0105,L0105,STANDARD,P,optimized_fairness_aware
O000471,2026-W27,2026-06-29,2026-07-06,20,6,3,P0106,L0106,STANDARD,P,optimized_fairness_aware
O000472,2026-W28,2026-07-06,2026-07-13,21,7,3,P0111,L0111,H24,P,optimized_fairness_aware
O000473,2026-W28,2026-07-06,2026-07-13,21,7,3,P0117,L0117,H24,P,optimized_fairness_aware
O000474,2026-W28,2026-07-06,2026-07-13,21,7,3,P0120,L0120,H24,P,optimized_fairness_aware
O000475,2026-W28,2026-07-06,2026-07-13,21,7,3,P0107,L0107,STANDARD,P,optimized_fairness_aware
O000476,2026-W28,2026-07-06,2026-07-13,21,7,3,P0108,L0108,STANDARD,P,optimized_fairness_aware
O000477,2026-W28,2026-07-06,2026-07-13,21,7,3,P0109,L0109,STANDARD,P,optimized_fairness_aware
O000478,2026-W28,2026-07-06,2026-07-13,21,7,3,P0110,L0110,STANDARD,P,optimized_fairness_aware
O000479,2026-W28,2026-07-06,2026-07-13,21,7,3,P0112,L0112,STANDARD,P,optimized_fairness_aware
O000480,2026-W28,2026-07-06,2026-07-13,21,7,3,P0113,L0113,STANDARD,P,optimized_fairness_aware
O000481,2026-W28,2026-07-06,2026-07-13,21,7,3,P0114,L0114,STANDARD,P,optimized_fairness_aware
O000482,2026-W28,2026-07-06,2026-07-13,21,7,3,P0115,L0115,STANDARD,P,optimized_fairness_aware
O000483,2026-W28,2026-07-06,2026-07-13,21,7,3,P0116,L0116,STANDARD,P,optimized_fairness_aware
O000484,2026-W28,2026-07-06,2026-07-13,21,7,3,P0118,L0118,STANDARD,P,optimized_fairness_aware
O000485,2026-W28,2026-07-06,2026-07-13,21,7,3,P0119,L0119,STANDARD,C,optimized_fairness_aware
O000486,2026-W28,2026-07-06,2026-07-13,21,7,3,P0121,L0121,STANDARD,P,optimized_fairness_aware
O000487,2026-W28,2026-07-06,2026-07-13,21,7,3,P0122,L0122,STANDARD,P,optimized_fairness_aware
