assignment_id,week_id,week_start,week_end,nT,rotation_group,rotation_round,pharmacy_id,location_id,shift_type,access_mode,schedule_source
O000488,2026-W28,2026-07-06,2026-07-13,21,7,3,P0123,L0123,STANDARD,P,optimized_fairness_aware
O000489,2026-W29,2026-07-13,2026-07-20,22,1,4,P0005,L0005,H24,P,optimized_fairness_aware
O000490,2026-W29,2026-07-13,2026-07-20,22,1,4,P0009,L0009,H24,P,optimized_fairness_aware
O000491,2026-W29,2026-07-13,2026-07-20,22,1,4,P0012,L0012,H24,P,optimized_fairness_aware
O000492,2026-W29,2026-07-13,2026-07-20,22,1,4,P0001,L0001,STANDARD,C,optimized_fairness_aware
O000493,2026-W29,2026-07-13,2026-07-20,22,1,4,P0002,L0002,STANDARD,P,optimized_fairness_aware
O000494,2026-W29,2026-07-13,2026-07-20,22,1,4,P0003,L0003,STANDARD,P,optimized_fairness_aware
O000495,2026-W29,2026-07-13,2026-07-20,22,1,4,P0004,L0004,STANDARD,P,optimized_fairness_aware
O000496,2026-W29,2026-07-13,2026-07-20,22,1,4,P0006,L0006,STANDARD,P,optimized_fairness_aware
O000497,2026-W29,2026-07-13,2026-07-20,22,1,4,P0007,L0007,STANDARD,P,optimized_fairness_aware
O000498,2026-W29,2026-07-13,2026-07-20,22,1,4,P0008,L0008,STANDARD,P,optimized_fairness_aware
O000499,2026-W29,2026-07-13,2026-07-20,22,1,4,P0010,L0010,STANDARD,P,optimized_fairness_aware
O000500,2026-W29,2026-07-13,2026-07-20,22,1,4,P0011,L0011,STANDARD,P,optimized_fairness_aware
O000501,2026-W29,2026-07-13,2026-07-20,22,1,4,P0013,L0013,STANDARD,P,optimized_fairness_aware
O000502,2026-W29,2026-07-13,2026-07-20,22,1,4,P0014,L0014,STANDARD,P,optimized_fairness_aware
O000503,2026-W29,2026-07-13,2026-07-20,22,1,4,P0015,L0015,STANDARD,P,optimized_fairness_aware
O000504,2026-W29,2026-07-13,2026-07-20,22,1,4,P0016,L0016,STANDARD,P,optimized_fairness_aware
O000505,2026-W29,2026-07-13,2026-07-20,22,1,4,P0017,L0017,STANDARD,C,optimized_fairness_aware
O000506,2026-W30,2026-07-20,2026-07-27,23,2,4,P0021,L0021,H24,P,optimized_fairness_aware
O000507,2026-W30,2026-07-20,2026-07-27,23,2,4,P0022,L0022,H24,P,optimized_fairness_aware
O000508,2026-W30,2026-07-20,2026-07-27,23,2,4,P0032,L0032,H24,P,optimized_fairness_aware
O000509,2026-W30,2026-07-20,2026-07-27,23,2,4,P0018,L0018,STANDARD,P,optimized_fairness_aware
O000510,2026-W30,2026-07-20,2026-07-27,23,2,4,P0019,L0019,STANDARD,P,optimized_fairness_aware
O000511,2026-W30,2026-07-20,2026-07-27,23,2,4,P0020,L0020,STANDARD,P,optimized_fairness_aware
O000512,2026-W30,2026-07-20,2026-07-27,23,2,4,P0023,L0023,STANDARD,P,optimized_fairness_aware
O000513,2026-W30,2026-07-20,2026-07-27,23,2,4,P0024,L0024,STANDARD,P,optimized_fairness_aware
O000514,2026-W30,2026-07-20,2026-07-27,23,2,4,P0025,L0025,STANDARD,P,optimized_fairness_aware
O000515,2026-W30,2026-07-20,2026-07-27,23,2,4,P0026,L0026,STANDARD,P,optimized_fairness_aware
O000516,2026-W30,2026-07-20,2026-07-27,23,2,4,P0027,L0027,STANDARD,P,optimized_fairness_aware
O000517,2026-W30,2026-07-20,2026-07-27,23,2,4,P0028,L0028,STANDARD,P,optimized_fairness_aware
O000518,2026-W30,2026-07-20,2026-07-27,23,2,4,P0030,L0030,STANDARD,P,optimized_fairness_aware
O000519,2026-W30,2026-07-20,2026-07-27,23,2,4,P0031,L0031,STANDARD,P,optimized_fairness_aware
O000520,2026-W30,2026-07-20,2026-07-27,23,2,4,P0033,L0033,STANDARD,P,optimized_fairness_aware
O000521,2026-W30,2026-07-20,2026-07-27,23,2,4,P0034,L0034,STANDARD,P,optimized_fairness_aware
O000522,2026-W30,2026-07-20,2026-07-27,23,2,4,P0035,L0035,STANDARD,P,optimized_fairness_aware
O000523,2026-W31,2026-07-27,2026-08-03,24,3,4,P0044,L0044,H24,P,optimized_fairness_aware
O000524,2026-W31,2026-07-27,2026-08-03,24,3,4,P0048,L0048,H24,P,optimized_fairness_aware
O000525,2026-W31,2026-07-27,2026-08-03,24,3,4,P0049,L0049,H24,P,optimized_fairness_aware
O000526,2026-W31,2026-07-27,2026-08-03,24,3,4,P0036,L0036,STANDARD,P,optimized_fairness_aware
O000527,2026-W31,2026-07-27,2026-08-03,24,3,4,P0037,L0037,STANDARD,P,optimized_fairness_aware
O000528,2026-W31,2026-07-27,2026-08-03,24,3,4,P0038,L0038,STANDARD,P,optimized_fairness_aware
O000529,2026-W31,2026-07-27,2026-08-03,24,3,4,P0040,L0040,STANDARD,P,optimized_fairness_aware
O000530,2026-W31,2026-07-27,2026-08-03,24,3,4,P0041,L0041,STANDARD,P,optimized_fairness_aware
O000531,2026-W31,2026-07-27,2026-08-03,24,3,4,P0042,L0042,STANDARD,P,optimized_fairness_aware
O000532,2026-W31,2026-07-27,2026-08-03,24,3,4,P0043,L0043,STANDARD,P,optimized_fairness_aware
O000533,2026-W31,2026-07-27,2026-08-03,24,3,4,P0045,L0045,STANDARD,P,optimized_fairness_aware
O000534,2026-W31,2026-07-27,2026-08-03,24,3,4,P0046,L0046,STANDARD,P,optimized_fairness_aware
O000535,2026-W31,2026-07-27,2026-08-03,24,3,4,P0047,L0047,STANDARD,P,optimized_fairness_aware
O000536,2026-W31,2026-07-27,2026-08-03,24,3,4,P0050,L0050,STANDARD,P,optimized_fairness_aware
O000537,2026-W31,2026-07-27,2026-08-03,24,3,4,P0051,L0051,STANDARD,P,optimized_fairness_aware
O000538,2026-W31,2026-07-27,2026-08-03,24,3,4,P0052,L0052,STANDARD,C,optimized_fairness_aware
O000539,2026-W31,2026-07-27,2026-08-03,24,3,4,P0053,L0053,STANDARD,P,optimized_fairness_aware
O000540,2026-W32,2026-08-03,2026-08-10,25,4,4,P0057,L0057,H24,P,optimized_fairness_aware
O000541,2026-W32,2026-08-03,2026-08-10,25,4,4,P0064,L0064,H24,P,optimized_fairness_aware
O000542,2026-W32,2026-08-03,2026-08-10,25,4,4,P0070,L0070,H24,C,optimized_fairness_aware
O000543,2026-W32,2026-08-03,2026-08-10,25,4,4,P0054,L0054,STANDARD,P,optimized_fairness_aware
O000544,2026-W32,2026-08-03,2026-08-10,25,4,4,P0055,L0124,STANDARD,P,optimized_fairness_aware
O000545,2026-W32,2026-08-03,2026-08-10,25,4,4,P0056,L0056,STANDARD,P,optimized_fairness_aware
O000546,2026-W32,2026-08-03,2026-08-10,25,4,4,P0058,L0058,STANDARD,P,optimized_fairness_aware
O000547,2026-W32,2026-08-03,2026-08-10,25,4,4,P0059,L0059,STANDARD,P,optimized_fairness_aware
O000548,2026-W32,2026-08-03,2026-08-10,25,4,4,P0060,L0060,STANDARD,P,optimized_fairness_aware
O000549,2026-W32,2026-08-03,2026-08-10,25,4,4,P0061,L0061,STANDARD,P,optimized_fairness_aware
O000550,2026-W32,2026-08-03,2026-08-10,25,4,4,P0062,L0062,STANDARD,P,optimized_fairness_aware
O000551,2026-W32,2026-08-03,2026-08-10,25,4,4,P0063,L0063,STANDARD,P,optimized_fairness_aware
O000552,2026-W32,2026-08-03,2026-08-10,25,4,4,P0065,L0065,STANDARD,P,optimized_fairness_aware
O000553,2026-W32,2026-08-03,2026-08-10,25,4,4,P0066,L0066,STANDARD,P,optimized_fairness_aware
O000554,2026-W32,2026-08-03,2026-08-10,25,4,4,P0067,L0067,STANDARD,P,optimized_fairness_aware
O000555,2026-W32,2026-08-03,2026-08-10,25,4,4,P0068,L0068,STANDARD,P,optimized_fairness_aware
O000556,2026-W32,2026-08-03,2026-08-10,25,4,4,P0069,L0069,STANDARD,P,optimized_fairness_aware
O000557,2026-W33,2026-08-10,2026-08-17,26,5,4,P0074,L0074,H24,P,optimized_fairness_aware
O000558,2026-W33,2026-08-10,2026-08-17,26,5,4,P0075,L0075,H24,P,optimized_fairness_aware
O000559,2026-W33,2026-08-10,2026-08-17,26,5,4,P0080,L0080,H24,P,optimized_fairness_aware
O000560,2026-W33,2026-08-10,2026-08-17,26,5,4,P0071,L0071,STANDARD,P,optimized_fairness_aware
O000561,2026-W33,2026-08-10,2026-08-17,26,5,4,P0072,L0072,STANDARD,P,optimized_fairness_aware
O000562,2026-W33,2026-08-10,2026-08-17,26,5,4,P0073,L0073,STANDARD,P,optimized_fairness_aware
O000563,2026-W33,2026-08-10,2026-08-17,26,5,4,P0076,L0076,STANDARD,P,optimized_fairness_aware
O000564,2026-W33,2026-08-10,2026-08-17,26,5,4,P0077,L0077,STANDARD,P,optimized_fairness_aware
O000565,2026-W33,2026-08-10,2026-08-17,26,5,4,P0078,L0078,STANDARD,P,optimized_fairness_aware
O000566,2026-W33,2026-08-10,2026-08-17,26,5,4,P0079,L0079,STANDARD,P,optimized_fairness_aware
O000567,2026-W33,2026-08-10,2026-08-17,26,5,4,P0081,L0081,STANDARD,P,optimized_fairness_aware
O000568,2026-W33,2026-08-10,2026-08-17,26,5,4,P0082,L0082,STANDARD,P,optimized_fairness_aware
O000569,2026-W33,2026-08-10,2026-08-17,26,5,4,P0083,L0083,STANDARD,P,optimized_fairness_aware
O000570,2026-W33,2026-08-10,2026-08-17,26,5,4,P0084,L0084,STANDARD,P,optimized_fairness_aware
O000571,2026-W33,2026-08-10,2026-08-17,26,5,4,P0085,L0085,STANDARD,P,optimized_fairness_aware
O000572,2026-W33,2026-08-10,2026-08-17,26,5,4,P0086,L0086,STANDARD,P,optimized_fairness_aware
O000573,2026-W33,2026-08-10,2026-08-17,26,5,4,P0087,L0087,STANDARD,P,optimized_fairness_aware
O000574,2026-W33,2026-08-10,2026-08-17,26,5,4,P0088,L0088,STANDARD,P,optimized_fairness_aware
O000575,2026-W34,2026-08-17,2026-08-24,27,6,4,P0092,L0092,H24,P,optimized_fairness_aware
O000576,2026-W34,2026-08-17,2026-08-24,27,6,4,P0104,L0104,H24,P,optimized_fairness_aware
O000577,2026-W34,2026-08-17,2026-08-24,27,6,4,P0106,L0106,H24,P,optimized_fairness_aware
O000578,2026-W34,2026-08-17,2026-08-24,27,6,4,P0089,L0089,STANDARD,P,optimized_fairness_aware
O000579,2026-W34,2026-08-17,2026-08-24,27,6,4,P0090,L0090,STANDARD,P,optimized_fairness_aware
O000580,2026-W34,2026-08-17,2026-08-24,27,6,4,P0091,L0091,STANDARD,P,optimized_fairness_aware
O000581,2026-W34,2026-08-17,2026-08-24,27,6,4,P0093,L0093,STANDARD,P,optimized_fairness_aware
O000582,2026-W34,2026-08-17,2026-08-24,27,6,4,P0094,L0094,STANDARD,P,optimized_fairness_aware
O000583,2026-W34,2026-08-17,2026-08-24,27,6,4,P0095,L0095,STANDARD,P,optimized_fairness_aware
O000584,2026-W34,2026-08-17,2026-08-24,27,6,4,P0096,L0096,STANDARD,P,optimized_fairness_aware
O000585,2026-W34,2026-08-17,2026-08-24,27,6,4,P0097,L0097,STANDARD,P,optimized_fairness_aware
O000586,2026-W34,2026-08-17,2026-08-24,27,6,4,P0098,L0098,STANDARD,P,optimized_fairness_aware
O000587,2026-W34,2026-08-17,2026-08-24,27,6,4,P0099,L0099,STANDARD,P,optimized_fairness_aware
O000588,2026-W34,2026-08-17,2026-08-24,27,6,4,P0100,L0100,STANDARD,P,optimized_fairness_aware
O000589,2026-W34,2026-08-17,2026-08-24,27,6,4,P0101,L0101,STANDARD,P,optimized_fairness_aware
O000590,2026-W34,2026-08-17,2026-08-24,27,6,4,P0102,L0102,STANDARD,P,optimized_fairness_aware
O000591,2026-W34,2026-08-17,2026-08-24,27,6,4,P0103,L0103,STANDARD,P,optimized_fairness_aware
O000592,2026-W34,2026-08-17,2026-08-24,27,6,4,P0105,L0105,STANDARD,P,optimized_fairness_aware
O000593,2026-W35,2026-08-24,2026-08-31,28,7,4,P0116,L0116,H24,P,optimized_fairness_aware
O000594,2026-W35,2026-08-24,2026-08-31,28,7,4,P0119,L0119,H24,C,optimized_fairness_aware
O000595,2026-W35,2026-08-24,2026-08-31,28,7,4,P0123,L0123,H24,P,optimized_fairness_aware
O000596,2026-W35,2026-08-24,2026-08-31,28,7,4,P0107,L0107,STANDARD,P,optimized_fairness_aware
O000597,2026-W35,2026-08-24,2026-08-31,28,7,4,P0108,L0108,STANDARD,P,optimized_fairness_aware
O000598,2026-W35,2026-08-24,2026-08-31,28,7,4,P0109,L0109,STANDARD,P,optimized_fairness_aware
O000599,2026-W35,2026-08-24,2026-08-31,28,7,4,P0110,L0110,STANDARD,P,optimized_fairness_aware
O000600,2026-W35,2026-08-24,2026-08-31,28,7,4,P0111,L0111,STANDARD,P,optimized_fairness_aware
O000601,2026-W35,2026-08-24,2026-08-31,28,7,4,P0112,L0112,STANDARD,P,optimized_fairness_aware
O000602,2026-W35,2026-08-24,2026-08-31,28,7,4,P0113,L0113,STANDARD,P,optimized_fairness_aware
O000603,2026-W35,2026-08-24,2026-08-31,28,7,4,P0114,L0114,STANDARD,P,optimized_fairness_aware
O000604,2026-W35,2026-08-24,2026-08-31,28,7,4,P0115,L0115,STANDARD,P,optimized_fairness_aware
O000605,2026-W35,2026-08-24,2026-08-31,28,7,4,P0117,L0117,STANDARD,P,optimized_fairness_aware
O000606,2026-W35,2026-08-24,2026-08-31,28,7,4,P0118,L0118,STANDARD,P,optimized_fairness_aware
O000607,2026-W35,2026-08-24,2026-08-31,28,7,4,P0120,L0120,STANDARD,P,optimized_fairness_aware
O000608,2026-W35,2026-08-24,2026-08-31,28,7,4,P0121,L0121,STANDARD,P,optimized_fairness_aware
O000609,2026-W35,2026-08-24,2026-08-31,28,7,4,P0122,L0122,STANDARD,P,optimized_fairness_aware
O000610,2026-W36,2026-08-31,2026-09-07,29,1,5,P0004,L0004,H24,P,optimized_fairness_aware
O000611,2026-W36,2026-08-31,2026-09-07,29,1,5,P0009,L0009,H24,P,optimized_fairness_aware
O000612,2026-W36,2026-08-31,2026-09-07,29,1,5,P0014,L0014,H24,P,optimized_fairness_aware
O000613,2026-W36,2026-08-31,2026-09-07,29,1,5,P0001,L0001,STANDARD,C,optimized_fairness_aware
O000614,2026-W36,2026-08-31,2026-09-07,29,1,5,P0002,L0002,STANDARD,P,optimized_fairness_aware
O000615,2026-W36,2026-08-31,2026-09-07,29,1,5,P0003,L0003,STANDARD,P,optimized_fairness_aware
O000616,2026-W36,2026-08-31,2026-09-07,29,1,5,P0005,L0005,STANDARD,P,optimized_fairness_aware
O000617,2026-W36,2026-08-31,2026-09-07,29,1,5,P0006,L0006,STANDARD,P,optimized_fairness_aware
O000618,2026-W36,2026-08-31,2026-09-07,29,1,5,P0007,L0007,STANDARD,P,optimized_fairness_aware
O000619,2026-W36,2026-08-31,2026-09-07,29,1,5,P0008,L0008,STANDARD,P,optimized_fairness_aware
O000620,2026-W36,2026-08-31,2026-09-07,29,1,5,P0010,L0010,STANDARD,P,optimized_fairness_aware
O000621,2026-W36,2026-08-31,2026-09-07,29,1,5,P0011,L0011,STANDARD,P,optimized_fairness_aware
O000622,2026-W36,2026-08-31,2026-09-07,29,1,5,P0012,L0012,STANDARD,P,optimized_fairness_aware
O000623,2026-W36,2026-08-31,2026-09-07,29,1,5,P0013,L0013,STANDARD,P,optimized_fairness_aware
O000624,2026-W36,2026-08-31,2026-09-07,29,1,5,P0015,L0015,STANDARD,P,optimized_fairness_aware
O000625,2026-W36,2026-08-31,2026-09-07,29,1,5,P0016,L0016,STANDARD,P,optimized_fairness_aware
O000626,2026-W36,2026-08-31,2026-09-07,29,1,5,P0017,L0017,STANDARD,C,optimized_fairness_aware
O000627,2026-W37,2026-09-07,2026-09-14,30,2,5,P0026,L0026,H24,P,optimized_fairness_aware
O000628,2026-W37,2026-09-07,2026-09-14,30,2,5,P0028,L0028,H24,P,optimized_fairness_aware
O000629,2026-W37,2026-09-07,2026-09-14,30,2,5,P0029,L0029,H24,P,optimized_fairness_aware
O000630,2026-W37,2026-09-07,2026-09-14,30,2,5,P0018,L0018,STANDARD,P,optimized_fairness_aware
O000631,2026-W37,2026-09-07,2026-09-14,30,2,5,P0019,L0019,STANDARD,P,optimized_fairness_aware
O000632,2026-W37,2026-09-07,2026-09-14,30,2,5,P0020,L0020,STANDARD,P,optimized_fairness_aware
O000633,2026-W37,2026-09-07,2026-09-14,30,2,5,P0021,L0021,STANDARD,P,optimized_fairness_aware
O000634,2026-W37,2026-09-07,2026-09-14,30,2,5,P0022,L0022,STANDARD,P,optimized_fairness_aware
O000635,2026-W37,2026-09-07,2026-09-14,30,2,5,P0023,L0023,STANDARD,P,optimized_fairness_aware
O000636,2026-W37,2026-09-07,2026-09-14,30,2,5,P0024,L0024,STANDARD,P,optimized_fairness_aware
O000637,2026-W37,2026-09-07,2026-09-14,30,2,5,P0025,L0025,STANDARD,P,optimized_fairness_aware
O000638,2026-W37,2026-09-07,2026-09-14,30,2,5,P0027,L0027,STANDARD,P,optimized_fairness_aware
O000639,2026-W37,2026-09-07,2026-09-14,30,2,5,P0030,L0030,STANDARD,P,optimized_fairness_aware
O000640,2026-W37,2026-09-07,2026-09-14,30,2,5,P0031,L0031,STANDARD,P,optimized_fairness_aware
O000641,2026-W37,2026-09-07,2026-09-14,30,2,5,P0032,L0032,STANDARD,P,optimized_fairness_aware
O000642,2026-W37,2026-09-07,2026-09-14,30,2,5,P0033,L0033,STANDARD,P,optimized_fairness_aware
O000643,2026-W37,2026-09-07,2026-09-14,30,2,5,P0035,L0035,STANDARD,P,optimized_fairness_aware
O000644,2026-W38,2026-09-14,2026-09-21,31,3,5,P0039,L0039,H24,P,optimized_fairness_aware
O000645,2026-W38,2026-09-14,2026-09-21,31,3,5,P0045,L0045,H24,P,optimized_fairness_aware
O000646,2026-W38,2026-09-14,2026-09-21,31,3,5,P0052,L0052,H24,C,optimized_fairness_aware
O000647,2026-W38,2026-09-14,2026-09-21,31,3,5,P0036,L0036,STANDARD,P,optimized_fairness_aware
O000648,2026-W38,2026-09-14,2026-09-21,31,3,5,P0038,L0038,STANDARD,P,optimized_fairness_aware
O000649,2026-W38,2026-09-14,2026-09-21,31,3,5,P0040,L0040,STANDARD,P,optimized_fairness_aware
O000650,2026-W38,2026-09-14,2026-09-21,31,3,5,P0041,L0041,STANDARD,P,optimized_fairness_aware
O000651,2026-W38,2026-09-14,2026-09-21,31,3,5,P0042,L0042,STANDARD,P,optimized_fairness_aware
O000652,2026-W38,2026-09-14,2026-09-21,31,3,5,P0043,L0043,STANDARD,P,optimized_fairness_aware
O000653,2026-W38,2026-09-14,2026-09-21,31,3,5,P0044,L0044,STANDARD,P,optimized_fairness_aware
O000654,2026-W38,2026-09-14,2026-09-21,31,3,5,P0046,L0046,STANDARD,P,optimized_fairness_aware
O000655,2026-W38,2026-09-14,2026-09-21,31,3,5,P0047,L0047,STANDARD,P,optimized_fairness_aware
O000656,2026-W38,2026-09-14,2026-09-21,31,3,5,P0048,L0048,STANDARD,P,optimized_fairness_aware
O000657,2026-W38,2026-09-14,2026-09-21,31,3,5,P0049,L0049,STANDARD,P,optimized_fairness_aware
O000658,2026-W38,2026-09-14,2026-09-21,31,3,5,P0050,L0050,STANDARD,P,optimized_fairness_aware
O000659,2026-W38,2026-09-14,2026-09-21,31,3,5,P0051,L0051,STANDARD,P,optimized_fairness_aware
O000660,2026-W38,2026-09-14,2026-09-21,31,3,5,P0053,L0053,STANDARD,P,optimized_fairness_aware
O000661,2026-W39,2026-09-21,2026-09-28,32,4,5,P0057,L0057,H24,P,optimized_fairness_aware
O000662,2026-W39,2026-09-21,2026-09-28,32,4,5,P0060,L0060,H24,P,optimized_fairness_aware
O000663,2026-W39,2026-09-21,2026-09-28,32,4,5,P0066,L0066,H24,P,optimized_fairness_aware
O000664,2026-W39,2026-09-21,2026-09-28,32,4,5,P0054,L0054,STANDARD,P,optimized_fairness_aware
O000665,2026-W39,2026-09-21,2026-09-28,32,4,5,P0055,L0124,STANDARD,P,optimized_fairness_aware
O000666,2026-W39,2026-09-21,2026-09-28,32,4,5,P0056,L0056,STANDARD,P,optimized_fairness_aware
O000667,2026-W39,2026-09-21,2026-09-28,32,4,5,P0058,L0058,STANDARD,P,optimized_fairness_aware
O000668,2026-W39,2026-09-21,2026-09-28,32,4,5,P0059,L0059,STANDARD,P,optimized_fairness_aware
O000669,2026-W39,2026-09-21,2026-09-28,32,4,5,P0061,L0061,STANDARD,P,optimized_fairness_aware
O000670,2026-W39,2026-09-21,2026-09-28,32,4,5,P0062,L0062,STANDARD,P,optimized_fairness_aware
O000671,2026-W39,2026-09-21,2026-09-28,32,4,5,P0063,L0063,STANDARD,P,optimized_fairness_aware
O000672,2026-W39,2026-09-21,2026-09-28,32,4,5,P0064,L0064,STANDARD,P,optimized_fairness_aware
O000673,2026-W39,2026-09-21,2026-09-28,32,4,5,P0065,L0065,STANDARD,P,optimized_fairness_aware
O000674,2026-W39,2026-09-21,2026-09-28,32,4,5,P0067,L0067,STANDARD,P,optimized_fairness_aware
O000675,2026-W39,2026-09-21,2026-09-28,32,4,5,P0068,L0068,STANDARD,P,optimized_fairness_aware
O000676,2026-W39,2026-09-21,2026-09-28,32,4,5,P0069,L0069,STANDARD,P,optimized_fairness_aware
O000677,2026-W39,2026-09-21,2026-09-28,32,4,5,P0070,L0070,STANDARD,C,optimized_fairness_aware
O000678,2026-W40,2026-09-28,2026-10-05,33,5,5,P0076,L0076,H24,P,optimized_fairness_aware
O000679,2026-W40,2026-09-28,2026-10-05,33,5,5,P0078,L0078,H24,P,optimized_fairness_aware
O000680,2026-W40,2026-09-28,2026-10-05,33,5,5,P0086,L0086,H24,P,optimized_fairness_aware
O000681,2026-W40,2026-09-28,2026-10-05,33,5,5,P0071,L0071,STANDARD,P,optimized_fairness_aware
O000682,2026-W40,2026-09-28,2026-10-05,33,5,5,P0072,L0072,STANDARD,P,optimized_fairness_aware
O000683,2026-W40,2026-09-28,2026-10-05,33,5,5,P0073,L0073,STANDARD,P,optimized_fairness_aware
O000684,2026-W40,2026-09-28,2026-10-05,33,5,5,P0074,L0074,STANDARD,P,optimized_fairness_aware
O000685,2026-W40,2026-09-28,2026-10-05,33,5,5,P0075,L0075,STANDARD,P,optimized_fairness_aware
O000686,2026-W40,2026-09-28,2026-10-05,33,5,5,P0077,L0077,STANDARD,P,optimized_fairness_aware
O000687,2026-W40,2026-09-28,2026-10-05,33,5,5,P0079,L0079,STANDARD,P,optimized_fairness_aware
O000688,2026-W40,2026-09-28,2026-10-05,33,5,5,P0080,L0080,STANDARD,P,optimized_fairness_aware
O000689,2026-W40,2026-09-28,2026-10-05,33,5,5,P0081,L0081,STANDARD,P,optimized_fairness_aware
O000690,2026-W40,2026-09-28,2026-10-05,33,5,5,P0082,L0082,STANDARD,P,optimized_fairness_aware
O000691,2026-W40,2026-09-28,2026-10-05,33,5,5,P0083,L0083,STANDARD,P,optimized_fairness_aware
O000692,2026-W40,2026-09-28,2026-10-05,33,5,5,P0084,L0084,STANDARD,P,optimized_fairness_aware
O000693,2026-W40,2026-09-28,2026-10-05,33,5,5,P0085,L0085,STANDARD,P,optimized_fairness_aware
O000694,2026-W40,2026-09-28,2026-10-05,33,5,5,P0087,L0087,STANDARD,P,optimized_fairness_aware
O000695,2026-W40,2026-09-28,2026-10-05,33,5,5,P0088,L0088,STANDARD,P,optimized_fairness_aware
O000696,2026-W41,2026-10-05,2026-10-12,34,6,5,P0093,L0093,H24,P,optimized_fairness_aware
O000697,2026-W41,2026-10-05,2026-10-12,34,6,5,P0094,L0094,H24,P,optimized_fairness_aware
O000698,2026-W41,2026-10-05,2026-10-12,34,6,5,P0105,L0105,H24,P,optimized_fairness_aware
O000699,2026-W41,2026-10-05,2026-10-12,34,6,5,P0089,L0089,STANDARD,P,optimized_fairness_aware
O000700,2026-W41,2026-10-05,2026-10-12,34,6,5,P0090,L0090,STANDARD,P,optimized_fairness_aware
O000701,2026-W41,2026-10-05,2026-10-12,34,6,5,P0091,L0091,STANDARD,P,optimized_fairness_aware
O000702,2026-W41,2026-10-05,2026-10-12,34,6,5,P0092,L0092,STANDARD,P,optimized_fairness_aware
O000703,2026-W41,2026-10-05,2026-10-12,34,6,5,P0095,L0095,STANDARD,P,optimized_fairness_aware
O000704,2026-W41,2026-10-05,2026-10-12,34,6,5,P0096,L0096,STANDARD,P,optimized_fairness_aware
O000705,2026-W41,2026-10-05,2026-10-12,34,6,5,P0097,L0097,STANDARD,P,optimized_fairness_aware
O000706,2026-W41,2026-10-05,2026-10-12,34,6,5,P0098,L0098,STANDARD,P,optimized_fairness_aware
O000707,2026-W41,2026-10-05,2026-10-12,34,6,5,P0099,L0099,STANDARD,P,optimized_fairness_aware
O000708,2026-W41,2026-10-05,2026-10-12,34,6,5,P0100,L0100,STANDARD,P,optimized_fairness_aware
O000709,2026-W41,2026-10-05,2026-10-12,34,6,5,P0101,L0101,STANDARD,P,optimized_fairness_aware
O000710,2026-W41,2026-10-05,2026-10-12,34,6,5,P0102,L0102,STANDARD,P,optimized_fairness_aware
O000711,2026-W41,2026-10-05,2026-10-12,34,6,5,P0103,L0103,STANDARD,P,optimized_fairness_aware
O000712,2026-W41,2026-10-05,2026-10-12,34,6,5,P0104,L0104,STANDARD,P,optimized_fairness_aware
O000713,2026-W41,2026-10-05,2026-10-12,34,6,5,P0106,L0106,STANDARD,P,optimized_fairness_aware
O000714,2026-W42,2026-10-12,2026-10-19,35,7,5,P0113,L0113,H24,P,optimized_fairness_aware
O000715,2026-W42,2026-10-12,2026-10-19,35,7,5,P0118,L0118,H24,P,optimized_fairness_aware
O000716,2026-W42,2026-10-12,2026-10-19,35,7,5,P0122,L0122,H24,P,optimized_fairness_aware
O000717,2026-W42,2026-10-12,2026-10-19,35,7,5,P0107,L0107,STANDARD,P,optimized_fairness_aware
O000718,2026-W42,2026-10-12,2026-10-19,35,7,5,P0108,L0108,STANDARD,P,optimized_fairness_aware
O000719,2026-W42,2026-10-12,2026-10-19,35,7,5,P0109,L0109,STANDARD,P,optimized_fairness_aware
O000720,2026-W42,2026-10-12,2026-10-19,35,7,5,P0110,L0110,STANDARD,P,optimized_fairness_aware
O000721,2026-W42,2026-10-12,2026-10-19,35,7,5,P0111,L0111,STANDARD,P,optimized_fairness_aware
O000722,2026-W42,2026-10-12,2026-10-19,35,7,5,P0112,L0112,STANDARD,P,optimized_fairness_aware
O000723,2026-W42,2026-10-12,2026-10-19,35,7,5,P0114,L0114,STANDARD,P,optimized_fairness_aware
O000724,2026-W42,2026-10-12,2026-10-19,35,7,5,P0115,L0115,STANDARD,P,optimized_fairness_aware
O000725,2026-W42,2026-10-12,2026-10-19,35,7,5,P0116,L0116,STANDARD,P,optimized_fairness_aware
O000726,2026-W42,2026-10-12,2026-10-19,35,7,5,P0117,L0117,STANDARD,P,optimized_fairness_aware
O000727,2026-W42,2026-10-12,2026-10-19,35,7,5,P0119,L0119,STANDARD,C,optimized_fairness_aware
O000728,2026-W42,2026-10-12,2026-10-19,35,7,5,P0120,L0120,STANDARD,P,optimized_fairness_aware
O000729,2026-W42,2026-10-12,2026-10-19,35,7,5,P0121,L0121,STANDARD,P,optimized_fairness_aware
O000730,2026-W42,2026-10-12,2026-10-19,35,7,5,P0123,L0123,STANDARD,P,optimized_fairness_aware
O000731,2026-W43,2026-10-19,2026-10-26,36,1,6,P0001,L0001,H24,C,optimized_fairness_aware
O000732,2026-W43,2026-10-19,2026-10-26,36,1,6,P0002,L0002,H24,P,optimized_fairness_aware
O000733,2026-W43,2026-10-19,2026-10-26,36,1,6,P0003,L0003,H24,P,optimized_fairness_aware
